"Unidades locais en Galicia segundo actividade principal (divisións CNAE 2009)";""
"";""
"Unidade: Número de unidades locais";""
"Variables en filas: CNAE 2009, Espazo";""
"32010 Beade";"4"
"32018 Carballeda de Avia";"23"
"32022 Castrelo de Miño";"4"
"32025 Cenlle";"7"
"32027 Cortegada";"15"
"32040 Leiro";"16"
"32046 Melón";"10"
"32069 Ribadavia";"44"
"32023 Castro de Caldelas, O";"16"
"32049 Montederramo";"4"
"32057 Parada de Sil";"4"
"32080 Teixeira, A";"3"
"32014 Bola, A";"10"
"32020 Cartelle";"28"
"32024 Celanova";"100"
"32033 Gomesende";"13"
"32047 Merca, A";"20"
"32056 Padrenda";"19"
"32064 Pontedeva";"12"
"32066 Quintela de Leirado";"6"
"32068 Ramirás";"21"
"32084 Verea";"15"
"32029 Chandrexa de Queixa";"2"
"32044 Manzaneda";"5"
"32063 Pobra de Trives, A";"20"
"32070 San Xoán de Río";"6"
"32009 Barco de Valdeorras, O";"139"
"32015 Bolo, O";"8"
"32017 Carballeda de Valdeorras";"4"
"32038 Larouco";"3"
"32060 Petín";"10"
"32072 Rúa, A";"58"
"32073 Rubiá";"19"
"32083 Veiga, A";"14"
"32088 Vilamartín de Valdeorras";"17"
"32021 Castrelo do Val";"5"
"32028 Cualedro";"17"
"32039 Laza";"12"
"32050 Monterrei";"15"
"32053 Oímbra";"15"
"32071 Riós, O";"15"
"32085 Verín";"139"
"32091 Vilardevós";"11"
"32034 Gudiña, A";"10"
"32048 Mezquita, A";"14"
"32086 Viana do Bolo";"37"
"32092 Vilariño de Conso";"3"
"36023 Guarda, A";"93"
"36036 Oia";"41"
"36048 Rosal, O";"97"
"36054 Tomiño";"160"
"36055 Tui";"185"
"36005 Caldas de Reis";"121"
"36010 Catoira";"22"
"36015 Cuntis";"54"
"36032 Moraña";"64"
"36044 Pontecesures";"23"
"36040 Portas";"45"
"36056 Valga";"71"
"36030 Mondariz";"35"
"36031 Mondariz Balneario";"0"
"36034 Neves, As";"40"
"36042 Ponteareas";"302"
"36050 Salvaterra de Miño";"133"
"36020 Agolada";"30"
"36016 Dozón";"10"
